WorkingGroup,FishStock,CertYear,Year,Recruitment,TBiomass,SSB,Landings,YieldSSB,MeanF,Bmsy,SSBlim,Fmsy,SoP,F14,F15,F16,F17,F18,F19,F20,F21
wgcse,cod-scow,2013,2004,2699.430461,5023,3574,2534.307849,,0.982878987,,,,,,,,,,,,
wgcse,cod-scow,2013,2005,1969.236624,3764,2312,1831.912913,,1.082106152,,,,,,,,,,,,
wgcse,cod-scow,2013,2006,7197.787974,4231,1700,1494.139384,,0.900200967,,,,,,,,,,,,
wgcse,cod-scow,2013,2007,2124.812095,5094,3018,2440.585101,,1.062531048,,,,,,,,,,,,
wgcse,cod-scow,2013,2008,2957.664776,4548,3102,2207.728072,,1.026081768,,,,,,,,,,,,
wgcse,cod-scow,2013,2009,5392.126459,5113,2727,2037.452197,,0.884737804,,,,,,,,,,,,
wgcse,cod-scow,2013,2010,4470.035867,6396,3498,2374.672563,,0.79300127,,,,,,,,,,,,
wgcse,cod-scow,2013,2011,3290.714336,5934,3865,2797.82857,,0.950913601,,,,,,,,,,,,
wgcse,cod-scow,2013,2012,4123.6,,3707,,,,,,,,,,,,,,,
wgcse,had-7b-k,2013,1993,104000,16,7500,4600,,1.142,,,,,,,,,,,,
wgcse,had-7b-k,2013,1994,362000,26,7500,6000,,1.152,,,,,,,,,,,,
wgcse,had-7b-k,2013,1995,499000,43,6400,6700,,0.927,,,,,,,,,,,,
wgcse,had-7b-k,2013,1996,137000,42,17400,11100,,0.87,,,,,,,,,,,,
wgcse,had-7b-k,2013,1997,68000,34,25600,13700,,0.741,,,,,,,,,,,,
wgcse,had-7b-k,2013,1998,143000,27,19400,8600,,0.783,,,,,,,,,,,,
wgcse,had-7b-k,2013,1999,388000,28,11900,5500,,0.565,,,,,,,,,,,,
wgcse,had-7b-k,2013,2000,368000,40,14500,9900,,0.706,,,,,,,,,,,,
wgcse,had-7b-k,2013,2001,416000,48,25100,12100,,0.718,,,,,,,,,,,,
wgcse,had-7b-k,2013,2002,744000,64,31700,13500,,1.316,,,,,,,,,,,,
wgcse,had-7b-k,2013,2003,202000,59,21800,17500,,0.663,,,,,,,,,,,,
wgcse,had-7b-k,2013,2004,259000,57,39000,15300,,0.801,,,,,,,,,,,,
wgcse,had-7b-k,2013,2005,247000,49,26200,11700,,0.847,,,,,,,,,,,,
wgcse,had-7b-k,2013,2006,180000,42,20900,7900,,0.544,,,,,,,,,,,,
wgcse,had-7b-k,2013,2007,655000,59,22200,9200,,0.434,,,,,,,,,,,,
wgcse,had-7b-k,2013,2008,338000,71,21200,18200,,0.78,,,,,,,,,,,,
wgcse,had-7b-k,2013,2009,1647000,126,31900,18400,,0.638,,,,,,,,,,,,
wgcse,had-7b-k,2013,2010,171000,118,32000,26400,,0.658,,,,,,,,,,,,
wgcse,had-7b-k,2013,2011,80000,88,76500,26800,,0.526,,,,,,,,,,,,
wgcse,had-7b-k,2013,2012,294000,,58128,,,,,,,,,,,,,,,
wgcse,had-rock,2013,1991,110673,52203,16293,18884.29321,,0.68525,,,,,,,,,,,,
wgcse,had-rock,2013,1992,110396,51710,19953,17191.70505,,0.775325,,,,,,,,,,,,
wgcse,had-rock,2013,1993,124613,55784,20664,14634.11152,,0.582675,,,,,,,,,,,,
wgcse,had-rock,2013,1994,69113,57064,25074,16755.04372,,0.549825,,,,,,,,,,,,
wgcse,had-rock,2013,1995,61545,48573,30389,14755.5327,,0.568075,,,,,,,,,,,,
wgcse,had-rock,2013,1996,62632,48004,26169,16428.15574,,0.54725,,,,,,,,,,,,
wgcse,had-rock,2013,1997,71929,41963,22500,11061.397,,0.3826,,,,,,,,,,,,
wgcse,had-rock,2013,1998,73055,44270,21499,15848.01265,,0.58145,,,,,,,,,,,,
wgcse,had-rock,2013,1999,48873,33221,16713,16417.66732,,0.85025,,,,,,,,,,,,
wgcse,had-rock,2013,2000,28468,23366,11892,12052.69066,,1.069825,,,,,,,,,,,,
wgcse,had-rock,2013,2001,81110,21818,6952,3657.865901,,0.397375,,,,,,,,,,,,
wgcse,had-rock,2013,2002,110762,36504,7338,7269.569305,,0.46105,,,,,,,,,,,,
wgcse,had-rock,2013,2003,51510,38080,14244,11489.70078,,0.645875,,,,,,,,,,,,
wgcse,had-rock,2013,2004,14318,27341,18064,7320.5457,,0.586775,,,,,,,,,,,,
wgcse,had-rock,2013,2005,16583,22513,18479,5693.310954,,0.352975,,,,,,,,,,,,
wgcse,had-rock,2013,2006,97604,28034,16459,3142.339554,,0.2339,,,,,,,,,,,,
wgcse,had-rock,2013,2007,13432,29707,13797,5585.485381,,0.452025,,,,,,,,,,,,
wgcse,had-rock,2013,2008,3617,30618,27573,6320.495906,,0.41305,,,,,,,,,,,,
wgcse,had-rock,2013,2009,1991,19214,17991,4794.027416,,0.30535,,,,,,,,,,,,
wgcse,had-rock,2013,2010,1667,16760,16090,3710,,0.1872,,,,,,,,,,,,
wgcse,had-rock,2013,2011,260,11441,11007,3710,,0.1241,,,,,,,,,,,,
wgcse,had-rock,2013,2012,398,,10654,,,,,,,,,,,,,,,
wgcse,had-scow,2013,1978,72985.12684,,39393,21246.41587,,0.657529151,,,,,,,,,,,,
wgcse,had-scow,2013,1979,154490.414,,31819,26600.07073,,0.789075499,,,,,,,,,,,,
wgcse,had-scow,2013,1980,478997.0708,,36522,31046.10379,,0.627398321,,,,,,,,,,,,
wgcse,had-scow,2013,1981,59881.05229,,76293,33524.61783,,0.454510884,,,,,,,,,,,,
wgcse,had-scow,2013,1982,70906.34667,,100293,33481.48181,,0.419470373,,,,,,,,,,,,
wgcse,had-scow,2013,1983,45651.3186,,90641,34051.34855,,0.455175726,,,,,,,,,,,,
wgcse,had-scow,2013,1984,313812.9802,,62972,40105.2327,,0.658849487,,,,,,,,,,,,
wgcse,had-scow,2013,1985,73621.8153,,66221,38479.06909,,0.62990013,,,,,,,,,,,,
wgcse,had-scow,2013,1986,60114.29546,,59727,23423.4259,,0.447384349,,,,,,,,,,,,
wgcse,had-scow,2013,1987,261242.7844,,54258,44195.20816,,0.871604016,,,,,,,,,,,,
wgcse,had-scow,2013,1988,21680.13914,,47080,31089.64452,,0.794139739,,,,,,,,,,,,
wgcse,had-scow,2013,1989,17084.93463,,38327,21060.7304,,0.807473177,,,,,,,,,,,,
wgcse,had-scow,2013,1990,98096.88755,,21993,13121.07507,,0.679646918,,,,,,,,,,,,
wgcse,had-scow,2013,1991,127085.131,,21819,20685.38398,,0.770424125,,,,,,,,,,,,
wgcse,had-scow,2013,1992,176427.6264,,29519,19786.43745,,0.596314089,,,,,,,,,,,,
wgcse,had-scow,2013,1993,175661.0803,,41949,34207.74195,,0.931309635,,,,,,,,,,,,
wgcse,had-scow,2013,1994,57053.38367,,39646,25628.9981,,0.746452412,,,,,,,,,,,,
wgcse,had-scow,2013,1995,199819.375,,33882,25273.94478,,0.72451615,,,,,,,,,,,,
wgcse,had-scow,2013,1996,102735.3246,,35438,27008.79379,,0.809143503,,,,,,,,,,,,
wgcse,had-scow,2013,1997,117965.2476,,37685,27884.00842,,0.822307751,,,,,,,,,,,,
wgcse,had-scow,2013,1998,132662.0756,,31226,25855.5563,,0.80171172,,,,,,,,,,,,
wgcse,had-scow,2013,1999,31437.68199,,29225,20533.27127,,0.838110941,,,,,,,,,,,,
wgcse,had-scow,2013,2000,483397.6109,,20505,33562.06768,,0.99392201,,,,,,,,,,,,
wgcse,had-scow,2013,2001,180209.3557,,43053,32324.11342,,0.689626261,,,,,,,,,,,,
wgcse,had-scow,2013,2002,89624.65467,,53595,21817.86231,,0.478241367,,,,,,,,,,,,
wgcse,had-scow,2013,2003,106971.6008,,52071,23856.42276,,0.541476297,,,,,,,,,,,,
wgcse,had-scow,2013,2004,41657.79657,,38164,17090.41052,,0.539584861,,,,,,,,,,,,
wgcse,had-scow,2013,2005,28892.29299,,34601,17867.14254,,0.703921638,,,,,,,,,,,,
wgcse,had-scow,2013,2006,91246.71115,,34509,18240,,0.5427,,,,,,,,,,,,
wgcse,had-scow,2013,2007,18173.48808,,19566,7849.846108,,0.443793578,,,,,,,,,,,,
wgcse,had-scow,2013,2008,7858.678804,,22844,6033.013002,,0.341968441,,,,,,,,,,,,
wgcse,had-scow,2013,2009,14758.84923,,17550,4367.986787,,0.281279126,,,,,,,,,,,,
wgcse,had-scow,2013,2010,68637.24079,,13890,4554.484519,,0.32144782,,,,,,,,,,,,
wgcse,had-scow,2013,2011,50295.48419,,18624,4584.514298,,0.218828864,,,,,,,,,,,,
wgcse,had-scow,2013,2012,24779,,23616,,,,,,,,,,,,,,,
wgcse,ple-celt,2013,1993,1301,1006,636,437,,0.726,,,,,,,,,,,,
wgcse,ple-celt,2013,1994,1480,1048,619,317,,0.52,,,,,,,,,,,,
wgcse,ple-celt,2013,1995,1225,998,603,419,,0.652,,,,,,,,,,,,
wgcse,ple-celt,2013,1996,819,985,613,336,,0.543,,,,,,,,,,,,
wgcse,ple-celt,2013,1997,1002,958,603,375,,0.639,,,,,,,,,,,,
wgcse,ple-celt,2013,1998,841,804,522,306,,0.612,,,,,,,,,,,,
wgcse,ple-celt,2013,1999,651,801,522,353,,0.7,,,,,,,,,,,,
wgcse,ple-celt,2013,2000,594,568,355,229,,0.773,,,,,,,,,,,,
wgcse,ple-celt,2013,2001,438,543,379,182,,0.494,,,,,,,,,,,,
wgcse,ple-celt,2013,2002,515,410,270,197,,0.935,,,,,,,,,,,,
wgcse,ple-celt,2013,2003,453,464,293,151,,0.479,,,,,,,,,,,,
wgcse,ple-celt,2013,2004,252,311,202,104,,0.456,,,,,,,,,,,,
wgcse,ple-celt,2013,2005,232,252,177,94,,0.552,,,,,,,,,,,,
wgcse,ple-celt,2013,2006,399,302,189,71,,0.408,,,,,,,,,,,,
wgcse,ple-celt,2013,2007,455,301,169,94,,0.536,,,,,,,,,,,,
wgcse,ple-celt,2013,2008,430,302,168,79,,0.384,,,,,,,,,,,,
wgcse,ple-celt,2013,2009,230,267,179,79,,0.394,,,,,,,,,,,,
wgcse,ple-celt,2013,2010,502,336,203,78,,0.354,,,,,,,,,,,,
wgcse,ple-celt,2013,2011,260,318,210,78,,0.351,,,,,,,,,,,,
wgcse,ple-echw,2013,1980,8426,5045,2406,1215,,0.521,,,,,,,,,,,,
wgcse,ple-echw,2013,1981,3634,6249,3278,1746,,0.4669,,,,,,,,,,,,
wgcse,ple-echw,2013,1982,7806,5892,3463,1938,,0.5683,,,,,,,,,,,,
wgcse,ple-echw,2013,1983,6933,6222,3656,1754,,0.5738,,,,,,,,,,,,
wgcse,ple-echw,2013,1984,8500,6374,3477,1813,,0.5519,,,,,,,,,,,,
wgcse,ple-echw,2013,1985,8784,6667,3553,1751,,0.5117,,,,,,,,,,,,
wgcse,ple-echw,2013,1986,17866,7567,3740,2161,,0.5063,,,,,,,,,,,,
wgcse,ple-echw,2013,1987,14311,7075,3610,2388,,0.6087,,,,,,,,,,,,
wgcse,ple-echw,2013,1988,10427,9798,5145,2994,,0.4821,,,,,,,,,,,,
wgcse,ple-echw,2013,1989,4449,8983,5470,2808,,0.612,,,,,,,,,,,,
wgcse,ple-echw,2013,1990,4801,8578,5279,3058,,0.6268,,,,,,,,,,,,
wgcse,ple-echw,2013,1991,5432,6632,4293,2250,,0.6212,,,,,,,,,,,,
wgcse,ple-echw,2013,1992,6266,6551,3579,1950,,0.656,,,,,,,,,,,,
wgcse,ple-echw,2013,1993,2873,5138,3050,1691,,0.6084,,,,,,,,,,,,
wgcse,ple-echw,2013,1994,3033,4438,2706,1471,,0.6285,,,,,,,,,,,,
wgcse,ple-echw,2013,1995,8017,4857,2407,1295,,0.6279,,,,,,,,,,,,
wgcse,ple-echw,2013,1996,7137,4905,2364,1321,,0.6197,,,,,,,,,,,,
wgcse,ple-echw,2013,1997,10970,6412,2498,1654,,0.6804,,,,,,,,,,,,
wgcse,ple-echw,2013,1998,5302,5874,2662,1430,,0.5782,,,,,,,,,,,,
wgcse,ple-echw,2013,1999,3470,4958,2955,1616,,0.5897,,,,,,,,,,,,
wgcse,ple-echw,2013,2000,4552,4793,3286,1678,,0.5779,,,,,,,,,,,,
wgcse,ple-echw,2013,2001,5230,4452,2717,1379,,0.5259,,,,,,,,,,,,
wgcse,ple-echw,2013,2002,6307,4921,2506,1608,,0.6731,,,,,,,,,,,,
wgcse,ple-echw,2013,2003,3837,4247,2502,1478,,0.6015,,,,,,,,,,,,
wgcse,ple-echw,2013,2004,4912,4862,2271,1402,,0.6457,,,,,,,,,,,,
wgcse,ple-echw,2013,2005,4487,4522,2252,1370,,0.6523,,,,,,,,,,,,
wgcse,ple-echw,2013,2006,2767,3814,2056,1466,,0.654,,,,,,,,,,,,
wgcse,ple-echw,2013,2007,5812,3467,1711,1184,,0.7788,,,,,,,,,,,,
wgcse,ple-echw,2013,2008,5192,3776,1612,1144,,0.7349,,,,,,,,,,,,
wgcse,ple-echw,2013,2009,8148,3093,1720,1065,,0.4655,,,,,,,,,,,,
wgcse,ple-echw,2013,2010,20328,6893,2271,1241,,0.5471,,,,,,,,,,,,
wgcse,ple-echw,2013,2011,5988,8016,3271,1505,,0.4314,,,,,,,,,,,,
wgcse,ple-echw,2013,2012,5988,,5070,,,,,,,,,,,,,,,
wgcse,sol-celt,2013,1971,9614,9517,8049,1861,,0.3609,,,,,,,,,,,,
wgcse,sol-celt,2013,1972,4277,8006,6347,1278,,0.2646,,,,,,,,,,,,
wgcse,sol-celt,2013,1973,3389,6647,5312,1391,,0.2303,,,,,,,,,,,,
wgcse,sol-celt,2013,1974,3405,6714,5692,1105,,0.2321,,,,,,,,,,,,
wgcse,sol-celt,2013,1975,2974,5896,5041,919,,0.1978,,,,,,,,,,,,
wgcse,sol-celt,2013,1976,5194,5397,4370,1350,,0.3613,,,,,,,,,,,,
wgcse,sol-celt,2013,1977,4637,5950,4686,961,,0.2441,,,,,,,,,,,,
wgcse,sol-celt,2013,1978,5494,5091,3771,780,,0.1849,,,,,,,,,,,,
wgcse,sol-celt,2013,1979,3535,5103,3893,954,,0.2642,,,,,,,,,,,,
wgcse,sol-celt,2013,1980,5132,5251,4028,1314,,0.2909,,,,,,,,,,,,
wgcse,sol-celt,2013,1981,4859,4604,3428,1212,,0.3442,,,,,,,,,,,,
wgcse,sol-celt,2013,1982,4890,4814,3563,1128,,0.3314,,,,,,,,,,,,
wgcse,sol-celt,2013,1983,6794,5142,3663,1373,,0.4368,,,,,,,,,,,,
wgcse,sol-celt,2013,1984,4708,5381,3923,1266,,0.3958,,,,,,,,,,,,
wgcse,sol-celt,2013,1985,5660,4797,3313,1328,,0.4218,,,,,,,,,,,,
wgcse,sol-celt,2013,1986,3159,4629,3373,1600,,0.5236,,,,,,,,,,,,
wgcse,sol-celt,2013,1987,5742,3739,2522,1222,,0.5499,,,,,,,,,,,,
wgcse,sol-celt,2013,1988,4491,3910,2714,1146,,0.5341,,,,,,,,,,,,
wgcse,sol-celt,2013,1989,3720,3251,2115,992,,0.5092,,,,,,,,,,,,
wgcse,sol-celt,2013,1990,8610,3890,2411,1189,,0.6257,,,,,,,,,,,,
wgcse,sol-celt,2013,1991,4200,3612,2139,1107,,0.4559,,,,,,,,,,,,
wgcse,sol-celt,2013,1992,4457,3868,2456,981,,0.3863,,,,,,,,,,,,
wgcse,sol-celt,2013,1993,4429,3841,2482,928,,0.4367,,,,,,,,,,,,
wgcse,sol-celt,2013,1994,3412,3270,2261,1009,,0.5056,,,,,,,,,,,,
wgcse,sol-celt,2013,1995,3320,3091,2160,1157,,0.6318,,,,,,,,,,,,
wgcse,sol-celt,2013,1996,4055,3065,2085,995,,0.5606,,,,,,,,,,,,
wgcse,sol-celt,2013,1997,5480,2979,1825,927,,0.6558,,,,,,,,,,,,
wgcse,sol-celt,2013,1998,6294,3064,1630,875,,0.6533,,,,,,,,,,,,
wgcse,sol-celt,2013,1999,15180,4290,1825,1012,,0.5524,,,,,,,,,,,,
wgcse,sol-celt,2013,2000,7857,3903,1947,1091,,0.3496,,,,,,,,,,,,
wgcse,sol-celt,2013,2001,4170,5420,3130,1168,,0.418,,,,,,,,,,,,
wgcse,sol-celt,2013,2002,6783,5972,4107,1345,,0.4338,,,,,,,,,,,,
wgcse,sol-celt,2013,2003,5216,5615,3779,1392,,0.529,,,,,,,,,,,,
wgcse,sol-celt,2013,2004,5961,5163,3541,1249,,0.3588,,,,,,,,,,,,
wgcse,sol-celt,2013,2005,5202,5278,3548,1044,,0.3069,,,,,,,,,,,,
wgcse,sol-celt,2013,2006,3422,4555,3102,946,,0.2449,,,,,,,,,,,,
wgcse,sol-celt,2013,2007,3889,4417,3312,945,,0.3011,,,,,,,,,,,,
wgcse,sol-celt,2013,2008,10033,4749,3032,800,,0.2774,,,,,,,,,,,,
wgcse,sol-celt,2013,2009,6384,5691,3554,805,,0.2541,,,,,,,,,,,,
wgcse,sol-celt,2013,2010,1239,5497,3717,876,,0.2971,,,,,,,,,,,,
wgcse,sol-celt,2013,2011,6973,5465,3898,1029,,0.238,,,,,,,,,,,,
wgcse,sol-celt,2013,2012,5031,,4212,,,,,,,,,,,,,,,
wgcse,sol-echw,2013,1969,1481,2981,2432,353,,0.134,,,,,,,,,,,,
wgcse,sol-echw,2013,1970,4212,3206,2647,391,,0.146,,,,,,,,,,,,
wgcse,sol-echw,2013,1971,2829,2916,2383,432,,0.181,,,,,,,,,,,,
wgcse,sol-echw,2013,1972,2493,3219,2388,437,,0.139,,,,,,,,,,,,
wgcse,sol-echw,2013,1973,3425,3374,2767,459,,0.16,,,,,,,,,,,,
wgcse,sol-echw,2013,1974,3267,3628,2884,427,,0.153,,,,,,,,,,,,
wgcse,sol-echw,2013,1975,3068,4627,3652,491,,0.131,,,,,,,,,,,,
wgcse,sol-echw,2013,1976,7196,4765,3386,616,,0.181,,,,,,,,,,,,
wgcse,sol-echw,2013,1977,5106,5746,4074,606,,0.131,,,,,,,,,,,,
wgcse,sol-echw,2013,1978,4778,5821,4047,861,,0.179,,,,,,,,,,,,
wgcse,sol-echw,2013,1979,5131,6290,4825,1181,,0.244,,,,,,,,,,,,
wgcse,sol-echw,2013,1980,8842,6776,5282,1269,,0.235,,,,,,,,,,,,
wgcse,sol-echw,2013,1981,5113,6065,4507,1215,,0.274,,,,,,,,,,,,
wgcse,sol-echw,2013,1982,4131,5970,4492,1446,,0.328,,,,,,,,,,,,
wgcse,sol-echw,2013,1983,6513,5512,4270,1498,,0.374,,,,,,,,,,,,
wgcse,sol-echw,2013,1984,7674,5544,4287,1370,,0.312,,,,,,,,,,,,
wgcse,sol-echw,2013,1985,4160,5795,3857,1409,,0.345,,,,,,,,,,,,
wgcse,sol-echw,2013,1986,6357,5532,3843,1419,,0.328,,,,,,,,,,,,
wgcse,sol-echw,2013,1987,4125,5343,3918,1280,,0.305,,,,,,,,,,,,
wgcse,sol-echw,2013,1988,4045,5073,3821,1444,,0.352,,,,,,,,,,,,
wgcse,sol-echw,2013,1989,3085,4323,3223,1390,,0.434,,,,,,,,,,,,
wgcse,sol-echw,2013,1990,7733,4929,3021,1315,,0.442,,,,,,,,,,,,
wgcse,sol-echw,2013,1991,4287,4230,2749,852,,0.293,,,,,,,,,,,,
wgcse,sol-echw,2013,1992,3738,3959,2636,895,,0.257,,,,,,,,,,,,
wgcse,sol-echw,2013,1993,2583,3388,2622,904,,0.333,,,,,,,,,,,,
wgcse,sol-echw,2013,1994,3731,3965,2897,800,,0.248,,,,,,,,,,,,
wgcse,sol-echw,2013,1995,4385,4181,2935,856,,0.316,,,,,,,,,,,,
wgcse,sol-echw,2013,1996,3689,4419,2813,833,,0.28,,,,,,,,,,,,
wgcse,sol-echw,2013,1997,4925,3615,2703,949,,0.329,,,,,,,,,,,,
wgcse,sol-echw,2013,1998,3870,3774,2734,880,,0.305,,,,,,,,,,,,
wgcse,sol-echw,2013,1999,7241,4804,2738,957,,0.328,,,,,,,,,,,,
wgcse,sol-echw,2013,2000,5981,4861,2771,914,,0.31,,,,,,,,,,,,
wgcse,sol-echw,2013,2001,4234,4469,2857,1069,,0.362,,,,,,,,,,,,
wgcse,sol-echw,2013,2002,5998,4778,3039,1106,,0.351,,,,,,,,,,,,
wgcse,sol-echw,2013,2003,3116,4528,3213,1078,,0.256,,,,,,,,,,,,
wgcse,sol-echw,2013,2004,4414,4378,3038,1075,,0.306,,,,,,,,,,,,
wgcse,sol-echw,2013,2005,5087,4484,3135,1039,,0.337,,,,,,,,,,,,
wgcse,sol-echw,2013,2006,4360,4019,2727,1023,,0.357,,,,,,,,,,,,
wgcse,sol-echw,2013,2007,4198,4182,2806,1015,,0.363,,,,,,,,,,,,
wgcse,sol-echw,2013,2008,3168,4056,2607,908,,0.33,,,,,,,,,,,,
wgcse,sol-echw,2013,2009,4480,3967,2936,701,,0.224,,,,,,,,,,,,
wgcse,sol-echw,2013,2010,3310,4048,3240,698,,0.222,,,,,,,,,,,,
wgcse,sol-echw,2013,2011,4328,4161,3190,801,,0.235,,,,,,,,,,,,
wgcse,sol-echw,2013,2012,4328,,3339,,,,,,,,,,,,,,,
wgcse,sol-iris,2013,1970,3695,7133,6437,1785,,0.39,,,,,,,,,,,,
wgcse,sol-iris,2013,1971,10178,7406,6222,1882,,0.4405,,,,,,,,,,,,
wgcse,sol-iris,2013,1972,3186,5727,5011,1450,,0.4506,,,,,,,,,,,,
wgcse,sol-iris,2013,1973,13136,6554,5123,1428,,0.43,,,,,,,,,,,,
wgcse,sol-iris,2013,1974,5872,6190,5069,1307,,0.4442,,,,,,,,,,,,
wgcse,sol-iris,2013,1975,6681,6230,5360,1441,,0.3953,,,,,,,,,,,,
wgcse,sol-iris,2013,1976,3857,5503,4890,1463,,0.4271,,,,,,,,,,,,
wgcse,sol-iris,2013,1977,15776,5511,4491,1147,,0.3696,,,,,,,,,,,,
wgcse,sol-iris,2013,1978,9044,6246,5093,1106,,0.3575,,,,,,,,,,,,
wgcse,sol-iris,2013,1979,8858,6890,5686,1614,,0.4747,,,,,,,,,,,,
wgcse,sol-iris,2013,1980,5076,6433,5516,1941,,0.6365,,,,,,,,,,,,
wgcse,sol-iris,2013,1981,4509,5916,5172,1667,,0.4806,,,,,,,,,,,,
wgcse,sol-iris,2013,1982,2474,4756,4339,1338,,0.44,,,,,,,,,,,,
wgcse,sol-iris,2013,1983,5579,4933,4109,1169,,0.4349,,,,,,,,,,,,
wgcse,sol-iris,2013,1984,15603,6829,4628,1058,,0.3503,,,,,,,,,,,,
wgcse,sol-iris,2013,1985,16411,7920,5681,1146,,0.3343,,,,,,,,,,,,
wgcse,sol-iris,2013,1986,24106,9624,7025,1995,,0.4332,,,,,,,,,,,,
wgcse,sol-iris,2013,1987,3495,8675,7263,2808,,0.8452,,,,,,,,,,,,
wgcse,sol-iris,2013,1988,3540,6119,5635,1999,,0.661,,,,,,,,,,,,
wgcse,sol-iris,2013,1989,4419,5322,4767,1833,,0.548,,,,,,,,,,,,
wgcse,sol-iris,2013,1990,5665,4443,3771,1583,,0.621,,,,,,,,,,,,
wgcse,sol-iris,2013,1991,12872,4632,3323,1212,,0.4752,,,,,,,,,,,,
wgcse,sol-iris,2013,1992,5020,4582,3561,1259,,0.5004,,,,,,,,,,,,
wgcse,sol-iris,2013,1993,6282,3978,3339,1023,,0.5159,,,,,,,,,,,,
wgcse,sol-iris,2013,1994,5345,5145,4197,1374,,0.4615,,,,,,,,,,,,
wgcse,sol-iris,2013,1995,2017,4125,3677,1266,,0.4767,,,,,,,,,,,,
wgcse,sol-iris,2013,1996,2525,3203,2830,1002,,0.4915,,,,,,,,,,,,
wgcse,sol-iris,2013,1997,8628,3574,2605,1003,,0.5569,,,,,,,,,,,,
wgcse,sol-iris,2013,1998,7160,4448,3178,911,,0.4698,,,,,,,,,,,,
wgcse,sol-iris,2013,1999,5388,4519,3483,863,,0.4444,,,,,,,,,,,,
wgcse,sol-iris,2013,2000,7081,4080,3274,818,,0.4219,,,,,,,,,,,,
wgcse,sol-iris,2013,2001,4637,4502,3740,1053,,0.3222,,,,,,,,,,,,
wgcse,sol-iris,2013,2002,2343,4233,3785,1090,,0.3564,,,,,,,,,,,,
wgcse,sol-iris,2013,2003,3073,3832,3429,1014,,0.3374,,,,,,,,,,,,
wgcse,sol-iris,2013,2004,3697,2912,2424,709,,0.2913,,,,,,,,,,,,
wgcse,sol-iris,2013,2005,3053,2634,2183,855,,0.5238,,,,,,,,,,,,
wgcse,sol-iris,2013,2006,1345,1994,1736,569,,0.4363,,,,,,,,,,,,
wgcse,sol-iris,2013,2007,1868,1741,1480,492,,0.3113,,,,,,,,,,,,
wgcse,sol-iris,2013,2008,2084,1680,1416,332,,0.2919,,,,,,,,,,,,
wgcse,sol-iris,2013,2009,2515,1450,1152,325,,0.3611,,,,,,,,,,,,
wgcse,sol-iris,2013,2010,1246,1528,1290,277,,0.2693,,,,,,,,,,,,
wgcse,sol-iris,2013,2011,541,1270,1137,330,,0.3164,,,,,,,,,,,,
wgcse,sol-iris,2013,2012,2748,,1063,,,,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1982,62046,22646,18983,11225,,1.0732,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1983,50255,22820,16986,11781,,1.4159,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1984,53996,23396,17509,9985,,1.22,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1985,71465,23311,17574,10838,,1.0375,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1986,133034,26071,18628,9952,,1.0209,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1987,105426,37563,25009,12652,,1.3249,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1988,33074,45762,33778,15128,,1.0757,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1989,55016,39533,34797,16541,,0.9668,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1990,108400,32755,27470,14106,,0.9771,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1991,163413,33342,24235,13508,,1.1876,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1992,145916,48252,32337,12364,,0.8218,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1993,193753,61960,47082,16320,,0.7801,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1994,107308,82307,62659,20034,,0.5999,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1995,63292,84197,74701,22678,,0.5303,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1996,58627,79353,72810,18260,,0.3917,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1997,56795,67659,63036,20532,,0.4041,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1998,65959,55373,50046,19245,,0.5046,,,,,,,,,,,,
wgcse,whg-7e-k,2013,1999,135002,44175,39435,19915,,0.8169,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2000,63991,45478,34625,14865,,0.7507,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2001,38810,48257,40051,12770,,0.8736,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2002,38413,45336,40270,13146,,0.6592,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2003,42749,38007,33569,10583,,0.4862,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2004,40570,34851,30513,9953,,0.4538,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2005,38429,31236,27127,12030,,0.7869,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2006,41180,27030,22789,9533,,0.8335,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2007,72182,26286,21287,8947,,1.1277,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2008,122602,31345,22276,5737,,0.665,,,,,,,,,,,,
wgcse,whg-7e-k,2013,2009,96491,53013,35447,6386,,0.418,,,,,,,,,,,,
